Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
09/15/2015,Completed,09/15/2015,15-04809053,Graffiti Removal,Brick - Painted,Front,11330 S CHAMPLAIN AVE,60628,1182603.6031892,1829966.97429272,9,5,50,,41.6883737671538,-87.60726186971627,"(41.6883737671538, -87.60726186971627)"
09/15/2015,Completed,09/15/2015,15-04809048,Graffiti Removal,Metal - Unpainted,Front,121 W WACKER DR,60601,1175323.34159903,1902126.71363156,42,1,32,,41.88670659265085,-87.63162996998051,"(41.88670659265085, -87.63162996998051)"
09/15/2015,Completed,09/15/2015,15-04809055,Graffiti Removal,Metal - Unpainted,Front,81 W WACKER DR,60601,1175611.76036908,1902171.69233277,42,1,32,,41.886707322242664,-87.63092708725718,"(41.886707322242664, -87.63092708725718)"
09/15/2015,Completed,09/15/2015,15-04809083,Graffiti Removal,Brick - Unpainted,Side,6700 W BELMONT AVE,60634,1131192.75250473,1920532.41892534,36,16,17,,41.93830785483567,-87.79331731231848,"(41.93830785483567, -87.79331731231848)"
09/15/2015,Completed,09/15/2015,15-04809088,Graffiti Removal,Brick - Painted,Side,5359 S ASHLAND AVE,60609,1166583.68360489,1869176.13101741,16,9,61,,41.79594420924782,-87.6644915385818,"(41.79594420924782, -87.6644915385818)"
09/15/2015,Completed,09/15/2015,15-04809087,Graffiti Removal,Metal - Painted,Mail Box,3859 W 26TH ST,60623,1150997.07710553,1886444.66548538,22,10,30,25,41.84417514429002,-87.72204721914427,"(41.84417514429002, -87.72204721914427)"
09/15/2015,Completed,09/15/2015,15-04809142,Graffiti Removal,Brick - Painted,Front,2914 W 63RD ST,60629,1157980.21639938,1862728.01912222,16,8,66,3,41.7791805464913,-87.69648293994254,"(41.7791805464913, -87.69648293994254)"
09/15/2015,Completed,09/15/2015,15-04809116,Graffiti Removal,Brick - Painted,Front,8959 S COMMERCIAL AVE,60617,1197700.26851812,1846135.16916758,10,4,46,5,41.73199489677372,-87.55115188421783,"(41.73199489677372, -87.55115188421783)"
09/15/2015,Completed,09/15/2015,15-04814685,Graffiti Removal,Brick - Unpainted,Front,5547 N LINCOLN AVE,60625,1158109.65171586,1936821.86927987,40,20,4,,41.98250773169472,-87.69383381013311,"(41.98250773169472, -87.69383381013311)"
09/15/2015,Completed,09/15/2015,15-04809109,Graffiti Removal,Brick - Painted,Front,8919 S COMMERCIAL AVE,60617,1197692.37279864,1846404.4129857,10,4,46,5,41.73313044737394,-87.55118430271988,"(41.73313044737394, -87.55118430271988)"
09/15/2015,Completed,09/15/2015,15-04809138,Graffiti Removal,Metal - Unpainted,Sign,81 N WACKER DR,60606,1173925.5712688,1900742.59237569,42,1,32,,41.883171797191224,-87.63664769439181,"(41.883171797191224, -87.63664769439181)"
09/15/2015,Completed,09/15/2015,15-04809118,Graffiti Removal,Metal - Painted,Front,4599 W 26TH ST,60623,1146116.79258571,1886320.15517221,22,10,30,25,41.84393601084676,-87.73925689708315,"(41.84393601084676, -87.73925689708315)"
09/15/2015,Completed,09/15/2015,15-04815408,Graffiti Removal,Metal - Painted,Dumpster,3161 N HALSTED ST,60657,1170370.27429617,1921243.18007092,44,19,6,8,41.93962735199437,-87.64910902929498,"(41.93962735199437, -87.64910902929498)"
09/15/2015,Completed,09/15/2015,15-04809136,Graffiti Removal,Metal - Painted,Traffic Control Box,1658 W 18TH ST,60608,1165558.5800156,1891463.62299571,25,12,31,,41.85786729656781,-87.66856742644222,"(41.85786729656781, -87.66856742644222)"
09/15/2015,Completed,09/15/2015,15-04809133,Graffiti Removal,Brick - Painted,Front,6759 S BELL AVE,60636,1162564.20108439,1859792.32241152,16,8,66,14,41.7702824856921,-87.67949478158593,"(41.7702824856921, -87.67949478158593)"
09/15/2015,Completed,09/15/2015,15-04809137,Graffiti Removal,Brick - Painted,Front,2908 W 63RD ST,60629,1158044.51639938,1862729.81912222,16,8,66,3,41.779184261869744,-87.69623084902403,"(41.779184261869744, -87.69623084902403)"
09/15/2015,Completed,09/15/2015,15-04809131,Graffiti Removal,Metal - Unpainted,Sign,71 S LOWER WACKER DR,60606,1173866.19808894,1899990.2576341,42,1,32,,41.88078373236694,-87.63655425576054,"(41.88078373236694, -87.63655425576054)"
09/15/2015,Completed,09/15/2015,15-04809123,Graffiti Removal,Metal - Unpainted,Sign,111 S LOWER WACKER DR,60606,1173959.78989358,1899812.47177414,42,1,32,,41.88033456372636,-87.63654319499484,"(41.88033456372636, -87.63654319499484)"
09/15/2015,Completed,09/15/2015,15-04815361,Graffiti Removal,Metal - Painted,Newspaper Box,1202 W GUNNISON ST,60640,1167412.81117339,1932465.24002437,46,20,3,34,41.97034860309413,-87.65986288710764,"(41.97034860309413, -87.65986288710764)"
09/15/2015,Completed,09/15/2015,15-04809265,Graffiti Removal,Metal - Unpainted,Sign,191 W WACKER DR,60601,1174752.12049596,1902122.27158866,42,1,32,,41.886706085035854,-87.63366688861501,"(41.886706085035854, -87.63366688861501)"
09/15/2015,Completed,09/15/2015,15-04809220,Graffiti Removal,Brick - Painted,Front,2399 W 81ST ST,60620,1161784.18837904,1850877.32403045,18,8,70,,41.74637096300451,-87.68268447016237,"(41.74637096300451, -87.68268447016237)"
09/15/2015,Completed,09/15/2015,15-04809202,Graffiti Removal,Brick - Painted,Front,8145 S PULASKI RD,60652,1151147.29880452,1850162.56001341,18,8,70,,41.74447216541511,-87.72160213082438,"(41.74447216541511, -87.72160213082438)"
09/15/2015,Completed,09/15/2015,15-04809165,Graffiti Removal,Metal - Unpainted,Sign,205 W WACKER DR,60606,1174663.30089897,1902162.42390917,42,1,32,,41.886707304096035,-87.63415039321221,"(41.886707304096035, -87.63415039321221)"
09/15/2015,Completed,09/15/2015,15-04809160,Graffiti Removal,Brick - Painted,Front,6030 S KEDZIE AVE,60629,1156085.08620833,1864464.4180687,23,8,66,59,41.783486958939335,-87.70341004559047,"(41.783486958939335, -87.70341004559047)"
09/15/2015,Completed,09/15/2015,15-04809157,Graffiti Removal,Metal - Unpainted,Sign,225 W WACKER DR,60606,1174581.20089897,1902156.02390917,42,1,32,,41.88670922202607,-87.6347108994595,"(41.88670922202607, -87.6347108994595)"
09/15/2015,Completed,09/15/2015,15-04809200,Graffiti Removal,Brick - Painted,Front,1659 W 17TH ST,60608,1165544.06353253,1891794.84327531,25,12,31,,41.85855896172461,-87.66858477462084,"(41.85855896172461, -87.66858477462084)"
09/15/2015,Completed,09/15/2015,15-04809167,Graffiti Removal,Brick - Painted,Front,6013 S SAWYER AVE,60629,1155751.3515195,1864569.39556848,23,8,66,59,41.78398255246549,-87.70434925928396,"(41.78398255246549, -87.70434925928396)"
09/15/2015,Completed,09/15/2015,15-04809178,Graffiti Removal,Metal - Unpainted,Sign,150 W WACKER DR,60601,1175087.07282885,1902166.26439107,42,1,32,,41.88703914978121,-87.63255805625438,"(41.88703914978121, -87.63255805625438)"
09/15/2015,Completed,09/15/2015,15-04809172,Graffiti Removal,Metal - Unpainted,Sign,156 W WACKER DR,60601,1175046.34420795,1902123.90717958,42,1,32,,41.88703947467258,-87.63272466634162,"(41.88703947467258, -87.63272466634162)"
09/15/2015,Completed,09/15/2015,15-04809199,Graffiti Removal,Metal - Unpainted,Sign,144 W WACKER DR,60601,1175130.34420795,1902124.60717958,42,1,32,,41.88703958088678,-87.6323000504327,"(41.88703958088678, -87.6323000504327)"
09/15/2015,Completed,09/15/2015,15-04809195,Graffiti Removal,Brick - Painted,Front,3800 W 85TH PL,60652,1152556.49401332,1847605.761198,18,8,70,,41.73779307820055,-87.71670040271826,"(41.73779307820055, -87.71670040271826)"
09/15/2015,Completed,09/15/2015,15-04809181,Graffiti Removal,Brick - Painted,Front,3755 W 85TH PL,60652,1152851.29401332,1847614.661198,18,8,70,,41.73757635345868,-87.71638319910593,"(41.73757635345868, -87.71638319910593)"
09/15/2015,Completed,09/15/2015,15-04809208,Graffiti Removal,Metal - Painted,Pole,4251 W MADISON ST,60624,1148049.94947634,1899673.94098129,28,11,26,,41.88053400965413,-87.73259626028067,"(41.88053400965413, -87.73259626028067)"
09/15/2015,Completed,09/15/2015,15-04809219,Graffiti Removal,Metal - Painted,Door,4228 W MONROE ST,60624,1148216.36639719,1899325.65312293,28,11,26,,41.87979746480369,-87.73173147820631,"(41.87979746480369, -87.73173147820631)"
09/15/2015,Completed,09/15/2015,15-04809207,Graffiti Removal,Metal - Unpainted,Sign,140 W WACKER DR,60601,1175163.84420795,1902124.90717958,42,1,32,,41.88703998403169,-87.63218921438455,"(41.88703998403169, -87.63218921438455)"
09/15/2015,Completed,09/15/2015,15-04809112,Graffiti Removal,Metal - Unpainted,Sign,121 S LOWER WACKER DR,60606,1173961.08989358,1899765.17177414,42,1,32,,41.880105462207965,-87.63653759661342,"(41.880105462207965, -87.63653759661342)"
09/15/2015,Completed,09/15/2015,15-04809218,Graffiti Removal,Metal - Unpainted,Sign,136 W WACKER DR,60601,1175197.44420795,1902125.30717958,42,1,32,,41.88704040584595,-87.63207824316655,"(41.88704040584595, -87.63207824316655)"
09/15/2015,Completed,09/15/2015,15-04809216,Graffiti Removal,Metal - Painted,Door,4232 W MONROE ST,60624,1148189.36639719,1899324.95312293,28,11,26,,41.87979565321592,-87.73188332597388,"(41.87979565321592, -87.73188332597388)"
09/15/2015,Completed,09/15/2015,15-04809242,Graffiti Removal,Metal - Painted,Pole,200 N WOOD ST,60612,1164372.51528028,1901434.74629551,27,12,28,,41.88519776470642,-87.67199967437747,"(41.88519776470642, -87.67199967437747)"
09/15/2015,Completed,09/15/2015,15-04809259,Graffiti Removal,Metal - Painted,Dumpster,1929 W LAKE ST,60612,1163512.83992705,1901387.55141552,27,12,28,,41.88491740757499,-87.67547128891968,"(41.88491740757499, -87.67547128891968)"
09/15/2015,Completed,09/15/2015,15-04809225,Graffiti Removal,Metal - Painted,Dumpster,4229 W MADISON ST,60624,1148198.30237875,1899677.21171817,28,11,26,,41.880543946710226,-87.73175960232456,"(41.880543946710226, -87.73175960232456)"
09/15/2015,Completed,09/15/2015,15-04809235,Graffiti Removal,Metal - Painted,Traffic Control Box,1800 W LAKE ST,60612,1164372.51528028,1901434.74629551,27,12,28,,41.88526106281874,-87.67198006572814,"(41.88526106281874, -87.67198006572814)"
09/15/2015,Completed,09/15/2015,15-04809230,Graffiti Removal,Other / Unknown Surface,Front,227 S WABASH AVE,60604,1176844.91259972,1899354.47609932,42,1,32,,41.87886394470755,-87.62595519612779,"(41.87886394470755, -87.62595519612779)"
09/15/2015,Completed,09/15/2015,15-04809248,Graffiti Removal,Metal - Painted,Dumpster,1921 W LAKE ST,60612,1163566.63992705,1901390.55141552,27,12,28,,41.8849282948949,-87.67516771627022,"(41.8849282948949, -87.67516771627022)"
09/15/2015,Completed,09/15/2015,15-04809246,Graffiti Removal,Wood - Unpainted,Sign,333 W WACKER DR,60606,1174159.93949451,1901964.24017183,42,1,32,,41.886025412541144,-87.63629770323044,"(41.886025412541144, -87.63629770323044)"
09/15/2015,Completed,09/15/2015,15-04809267,Graffiti Removal,Wood - Painted,Front,1115 W LAKE ST,60607,1168949.97000009,1901608.65618381,27,12,28,,41.8854238905558,-87.65514093281055,"(41.8854238905558, -87.65514093281055)"
09/15/2015,Completed,09/15/2015,15-04809291,Graffiti Removal,Brick - Painted,Front,3858 W 81ST PL,60652,1152087.3127108,1850261.82911852,18,8,70,,41.745075318807764,-87.71919831747655,"(41.745075318807764, -87.71919831747655)"
09/15/2015,Completed,09/15/2015,15-04809282,Graffiti Removal,Brick - Painted,Front,3999 W 85TH PL,60652,1151228.13906894,1847568.44998268,18,8,70,,41.73749654579118,-87.7214001045377,"(41.73749654579118, -87.7214001045377)"
09/15/2015,Completed,09/15/2015,15-04809290,Graffiti Removal,Metal - Painted,Pole,2224 W HUBBARD ST,60612,1161498.23327472,1903044.10383067,27,12,24,,41.889734218380546,-87.68280544267859,"(41.889734218380546, -87.68280544267859)"
09/15/2015,Completed,09/15/2015,15-04812179,Graffiti Removal,Metal - Unpainted,Sign,120 S WACKER DR,60606,1173882.29428644,1899763.53270003,42,1,32,,41.880098702900156,-87.63712056615933,"(41.880098702900156, -87.63712056615933)"
09/15/2015,Completed,09/15/2015,15-04812196,Graffiti Removal,Metal - Unpainted,Sign,150 S WACKER DR,60606,1173886.02883033,1899621.51501253,42,1,32,,41.8794108457744,-87.63710395748413,"(41.8794108457744, -87.63710395748413)"
09/15/2015,Completed,09/15/2015,15-04812148,Graffiti Removal,Metal - Unpainted,Sign,70 S WACKER DR,60606,1173876.09428644,1899995.43270003,42,1,32,,41.880779455422044,-87.63713755228775,"(41.880779455422044, -87.63713755228775)"
09/15/2015,Completed,09/15/2015,15-04815143,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1840 N LECLAIRE AVE,60639,1142255.69298748,1911795.8142233,37,25,19,,41.91424447596405,-87.75296828440239,"(41.91424447596405, -87.75296828440239)"
09/15/2015,Completed,09/15/2015,15-04808674,Graffiti Removal,Metal - Unpainted,Sign,229 S WACKER DR,60606,1173964.39439247,1899263.78756574,42,1,32,,41.87865149776748,-87.63652587374436,"(41.87865149776748, -87.63652587374436)"
09/15/2015,Completed,09/15/2015,15-04814796,Graffiti Removal,Metal - Painted,Traffic Control Box,3601 N MILWAUKEE AVE,60641,1146843.25378693,1923583.06377662,45,17,16,,41.946407935599396,-87.73562541572448,"(41.946407935599396, -87.73562541572448)"
09/15/2015,Completed,09/15/2015,15-04814724,Graffiti Removal,Brick - Unpainted,Side,3312 W MONTROSE AVE,60618,1153458.4414186,1929048.21129399,33,17,14,60,41.961263165605054,-87.71122339456099,"(41.961263165605054, -87.71122339456099)"
09/15/2015,Completed,09/15/2015,15-04815136,Graffiti Removal,Brick - Painted,Front,2516 W BELMONT AVE,60618,1158929.09999402,1921173.95173381,47,19,5,,41.93954295113749,-87.69134227474649,"(41.93954295113749, -87.69134227474649)"
09/15/2015,Completed,09/15/2015,15-04815124,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1830 N LECLAIRE AVE,60639,1142258.19298748,1911720.0142233,37,25,19,,41.91400708543671,-87.75295989072966,"(41.91400708543671, -87.75295989072966)"
09/15/2015,Completed,09/15/2015,15-04815064,Graffiti Removal,Brick - Painted,Front,2516 W BELMONT AVE,60618,1158929.09999402,1921173.95173381,47,19,5,,41.93954295113749,-87.69134227474649,"(41.93954295113749, -87.69134227474649)"
09/15/2015,Completed,09/15/2015,15-04820408,Graffiti Removal,Metal - Unpainted,Front,2551 W LAWRENCE AVE,60625,1158401.70000928,1931790.58997854,40,19,4,21,41.96846600985207,-87.69336722573655,"(41.96846600985207, -87.69336722573655)"
09/15/2015,Completed,09/15/2015,15-04820590,Graffiti Removal,Metal - Unpainted,Pole,2154 W BERWYN AVE,60625,1161016.06648796,1935170.81418388,40,20,4,,41.97789463582616,-87.68407915020313,"(41.97789463582616, -87.68407915020313)"
09/15/2015,Completed,09/15/2015,15-04815100,Graffiti Removal,Brick - Painted,Front,2502 W BELMONT AVE,60618,1159095.69999402,1921176.65173381,47,19,5,,41.939546936181685,-87.6907795277381,"(41.939546936181685, -87.6907795277381)"
09/15/2015,Completed,09/15/2015,15-04815103,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1800 N LECLAIRE AVE,60639,1142265.69298748,1911492.9142233,37,25,19,,41.91329471465403,-87.752933325348,"(41.91329471465403, -87.752933325348)"
09/14/2015,Completed,09/14/2015,15-04794808,Graffiti Removal,Metal - Painted,Door,907 W MONTANA ST,60614,1169997.26057773,1916613.8005826,43,19,7,35,41.926433089187434,-87.65069515591495,"(41.926433089187434, -87.65069515591495)"
09/14/2015,Completed,09/16/2015,15-04803899,Graffiti Removal,Metal - Unpainted,Garage,5256 W HENDERSON ST,60641,1140730.97222349,1921768.52871229,31,16,15,,41.94151972922262,-87.75903670987518,"(41.94151972922262, -87.75903670987518)"
09/14/2015,Completed,09/15/2015,15-04799863,Graffiti Removal,Brick - Unpainted,Rear,4019 N LAWLER AVE,60641,1141976.56000264,1926249.50078084,45,16,15,28,41.95394737743224,-87.75333817100503,"(41.95394737743224, -87.75333817100503)"
09/14/2015,Completed,09/14/2015,15-04795049,Graffiti Removal,Metal - Painted,Door,6440 N WESTERN AVE,60645,1159147.31949946,1942686.85971215,50,24,2,43,41.99894442425609,-87.6900622073877,"(41.99894442425609, -87.6900622073877)"
09/14/2015,Completed,09/14/2015,15-04795518,Graffiti Removal,Metal - Unpainted,Pole,3005 W BELMONT AVE,60618,1155763.0114872,1921124.12711961,33,14,21,,41.93925260103218,-87.70294270036062,"(41.93925260103218, -87.70294270036062)"
09/14/2015,Completed,09/15/2015,15-04804915,Graffiti Removal,Brick - Unpainted,Side,1965 W ARGYLE ST,60640,1162338.47499871,1933218.10913259,40,20,4,31,41.9723016790316,-87.67888080095796,"(41.9723016790316, -87.67888080095796)"
09/14/2015,Completed,09/15/2015,15-04799890,Graffiti Removal,Wood - Painted,Garage,4037 N LAWLER AVE,60641,1141972.76000264,1926370.50078084,45,16,15,28,41.95445762700032,-87.75335396347151,"(41.95445762700032, -87.75335396347151)"
09/14/2015,Completed,09/14/2015,15-04805406,Graffiti Removal,Metal - Painted,Fence,943 W WILLOW ST,60614,1169553.4833054,1911899.72869013,2,18,7,,41.91365404079403,-87.65251242748116,"(41.91365404079403, -87.65251242748116)"
09/14/2015,Completed,09/14/2015,15-04794979,Graffiti Removal,Metal - Painted,Traffic Control Box,2500 N CENTRAL AVE,60639,1138622.79797399,1916063.65358805,30,25,19,,41.92589288021343,-87.76620482583799,"(41.92589288021343, -87.76620482583799)"
09/14/2015,Completed,09/15/2015,15-04804912,Graffiti Removal,Brick - Unpainted,Alley,3942 W 31ST ST,60623,1150484.56020478,1883746.69011262,22,10,30,,41.83700351023875,-87.72361716555424,"(41.83700351023875, -87.72361716555424)"
09/14/2015,Completed - Dup,09/14/2015,15-04792215,Graffiti Removal,Brick - Unpainted,Alley,2747 N LARAMIE AVE,60639,1141239.63830315,1917871.33251029,31,25,19,,41.93100789238241,-87.75625884592907,"(41.93100789238241, -87.75625884592907)"
09/14/2015,Completed - Dup,09/14/2015,15-04791144,Graffiti Removal,Brick - Painted,Side,5076 S ARCHER AVE,60632,1149364.94963175,1870666.2665141,14,8,57,,41.80113056261581,-87.7278102041302,"(41.80113056261581, -87.7278102041302)"
09/14/2015,Completed,09/15/2015,15-04799564,Graffiti Removal,Limestone,Front,2216 W NORTH AVE,60647,1161444.94370953,1910609.68469736,32,14,24,33,41.91049315856234,-87.68308503114118,"(41.91049315856234, -87.68308503114118)"
09/14/2015,Completed,09/14/2015,15-04794952,Graffiti Removal,Glass,Front,2416 N CICERO AVE,60639,1143996.4471283,1915712.15998538,31,25,19,,41.92476706019763,-87.74646570410786,"(41.92476706019763, -87.74646570410786)"
09/14/2015,Completed,09/14/2015,15-04795023,Graffiti Removal,Brick - Painted,Front,6420 N WESTERN AVE,60645,1159150.91949946,1942553.35971215,50,24,2,43,41.998382026238964,-87.69005128167967,"(41.998382026238964, -87.69005128167967)"
09/14/2015,Completed,09/14/2015,15-04794988,Graffiti Removal,Wood - Painted,Rear,2905 N MILDRED AVE,60657,1169770.03101327,1919511.26562422,44,19,6,8,41.9346700940964,-87.65135718724234,"(41.9346700940964, -87.65135718724234)"
09/14/2015,Completed,09/15/2015,15-04806205,Graffiti Removal,Brick - Unpainted,Front,3561 S ARCHER AVE,60609,1162416.58651217,1881026.60831904,12,9,59,,41.82925413851087,-87.67926847008982,"(41.82925413851087, -87.67926847008982)"
09/14/2015,Completed,09/14/2015,15-04795018,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4876 W ARMITAGE AVE,60639,1143306.6899913,1912848.79972724,36,25,19,,41.91700365800299,-87.7491033395946,"(41.91700365800299, -87.7491033395946)"
09/14/2015,Completed,09/15/2015,15-04797558,Graffiti Removal,Brick - Painted,Alley,3744 W 26TH ST,60623,1151729.91390599,1886462.41386704,22,10,30,25,41.84443216379793,-87.71902293390349,"(41.84443216379793, -87.71902293390349)"
09/14/2015,Completed,09/15/2015,15-04804526,Graffiti Removal,Metal - Painted,Rear,6100 W GRAND AVE,60639,1135368.5600928,1914295.5362186,36,25,19,,41.92112890987134,-87.77808069379431,"(41.92112890987134, -87.77808069379431)"
09/14/2015,Completed,09/14/2015,15-04794997,Graffiti Removal,Wood - Painted,Rear,854 W GEORGE ST,60657,1170071.33101327,1919467.96562422,44,19,6,8,41.93461112174153,-87.65123165896264,"(41.93461112174153, -87.65123165896264)"
09/14/2015,Completed,09/14/2015,15-04797802,Graffiti Removal,Metal - Unpainted,Front,3416 W BARRY AVE,60618,1153018.26183254,1920408.61221582,35,14,21,,41.93756305566885,-87.71307766875746,"(41.93756305566885, -87.71307766875746)"
09/14/2015,Completed,09/15/2015,15-04806250,Graffiti Removal,Brick - Painted,Front,2030 W 34TH ST,60608,1163267.2932231,1882126.48076748,12,9,59,,41.832303743014315,-87.67651204180567,"(41.832303743014315, -87.67651204180567)"
09/14/2015,Completed,09/15/2015,15-04804393,Graffiti Removal,Brick - Painted,Viaduct,2238 W DIVERSEY AVE,60647,1160843.94999615,1918556.08147187,32,14,22,,41.93231738125365,-87.6846833165259,"(41.93231738125365, -87.6846833165259)"
09/14/2015,Completed,09/14/2015,15-04798687,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Dumpster,5403 N GLENWOOD AVE,60640,1166008.82409426,1936007.37059957,48,20,77,,41.98000485300517,-87.66470610268885,"(41.98000485300517, -87.66470610268885)"
09/14/2015,Completed,09/14/2015,15-04795002,Graffiti Removal,Metal - Painted,Dumpster,2200 N HALSTED ST,60614,1170588.52342467,1914843.90470143,43,18,7,,41.9219054776707,-87.64878198090277,"(41.9219054776707, -87.64878198090277)"
09/14/2015,Completed,09/14/2015,15-04794847,Graffiti Removal,Metal - Painted,Pole,2738 N WILTON AVE,60614,1169480.10660955,1918378.45049597,43,19,7,17,41.932002151700125,-87.65276556515396,"(41.932002151700125, -87.65276556515396)"
09/14/2015,Completed,09/15/2015,15-04806166,Graffiti Removal,Other / Unknown Surface,Rear,1644 W 34TH ST,60608,1165836.37990038,1882191.9022926,12,9,59,,41.83242583088947,-87.66738941269276,"(41.83242583088947, -87.66738941269276)"
09/14/2015,Completed,09/14/2015,15-04794856,Graffiti Removal,Wood - Painted,Rear,933 W DIVERSEY PKWY,60614,1169452.19998166,1918785.69989337,43,19,7,17,41.93254842017704,-87.65269758731947,"(41.93254842017704, -87.65269758731947)"
09/14/2015,Completed,09/14/2015,15-04805397,Graffiti Removal,Metal - Painted,Fence,939 W WILLOW ST,60614,1169588.6833054,1911901.82869013,43,18,7,,41.91365626440093,-87.65236811349662,"(41.91365626440093, -87.65236811349662)"
09/14/2015,Completed,09/15/2015,15-04806128,Graffiti Removal,Wood - Painted,Side,1647 W 33RD PL,60608,1165852.10378487,1882526.76426764,12,9,59,,41.83312048306885,-87.6675045884025,"(41.83312048306885, -87.6675045884025)"
09/14/2015,Completed,09/14/2015,15-04805394,Graffiti Removal,Metal - Painted,Fence,937 W WILLOW ST,60614,1169621.1833054,1911902.72869013,43,18,7,,41.91365813619514,-87.65224311760346,"(41.91365813619514, -87.65224311760346)"
09/14/2015,Completed,09/14/2015,15-04805356,Graffiti Removal,Metal - Painted,Dumpster,2501 W PETERSON AVE,60659,1158560.50628366,1939774.72027533,40,20,2,,41.990373698967,-87.69215855428668,"(41.990373698967, -87.69215855428668)"
09/14/2015,Completed,09/14/2015,15-04805400,Graffiti Removal,Metal - Painted,Fence,941 W WILLOW ST,60614,1169576.9833054,1911901.12869013,2,18,7,,41.91365530848529,-87.6524301555747,"(41.91365530848529, -87.6524301555747)"
09/14/2015,Completed,09/15/2015,15-04806202,Graffiti Removal,Brick - Unpainted,Side,3559 S ARCHER AVE,60609,1162429.28651217,1881037.10831904,12,9,59,,41.82929297950727,-87.67920525008725,"(41.82929297950727, -87.67920525008725)"
09/14/2015,Completed,09/14/2015,15-04805381,Graffiti Removal,Metal - Painted,Mail Box,5201 N LEAVITT ST,60625,1160734.68491344,1934509.4428261,40,20,4,,41.976009597714665,-87.68414473997404,"(41.976009597714665, -87.68414473997404)"
09/14/2015,Completed,09/15/2015,15-04803636,Graffiti Removal,Wood - Painted,Garage,1611 W 33RD ST,60608,1166132.6340116,1882872.08887947,12,9,59,,41.834065482863245,-87.66613900759779,"(41.834065482863245, -87.66613900759779)"
09/14/2015,Completed,09/15/2015,15-04802851,Graffiti Removal,Metal - Painted,Garage,5509 S WASHTENAW AVE,60629,1159310.65153038,1868021.33763436,15,8,63,,41.793421270558866,-87.69120693405829,"(41.793421270558866, -87.69120693405829)"
09/14/2015,Completed,09/15/2015,15-04803976,Graffiti Removal,Metal - Painted,Side,5525 W DIVERSEY AVE,60639,1138937.73010618,1918067.10733237,30,25,19,,41.93118709471326,-87.76479650741335,"(41.93118709471326, -87.76479650741335)"
09/14/2015,Completed,09/15/2015,15-04801986,Graffiti Removal,Aluminum Siding,Garage,3425 N LONG AVE,60641,1139755.07202312,1922364.62006925,30,16,15,,41.943040072360596,-87.7615915876182,"(41.943040072360596, -87.7615915876182)"
09/14/2015,Completed,09/15/2015,15-04802065,Graffiti Removal,Brick - Painted,Front,3200 N NORMANDY AVE,60634,1131192.75250473,1920532.41892534,36,16,17,,41.93828468625976,-87.79340106493902,"(41.93828468625976, -87.79340106493902)"
09/14/2015,Completed,09/15/2015,15-04804856,Graffiti Removal,Brick - Painted,Overpass,741 S LARAMIE AVE,60644,1141841.57360064,1896094.09277938,29,15,25,,41.870757985900944,-87.7545657775542,"(41.870757985900944, -87.7545657775542)"
09/14/2015,Completed,09/14/2015,15-04798438,Graffiti Removal,Brick - Painted,Front,2408 W EASTWOOD AVE,60625,1159478.61569533,1930762.98651554,47,19,4,21,41.965843385606334,-87.68924241084771,"(41.965843385606334, -87.68924241084771)"
09/14/2015,Completed,09/15/2015,15-04797562,Graffiti Removal,Metal - Painted,Garage,2130 S MORGAN ST,60608,1170023.38572871,1889937.17358322,25,12,31,,41.852885471221825,-87.65156540664279,"(41.852885471221825, -87.65156540664279)"
09/14/2015,Completed,09/15/2015,15-04804426,Graffiti Removal,Metal - Painted,Pole,401 W DIVERSEY PKWY,60614,1173077.61921984,1918906.51652233,43,19,7,,41.932799322255455,-87.63942149839178,"(41.932799322255455, -87.63942149839178)"
09/14/2015,Completed,09/16/2015,15-04802097,Graffiti Removal,Metal - Painted,Garage,2309 W FULLERTON AVE,60647,1160525.83917068,1915899.02529102,32,14,22,33,41.92481614648995,-87.68560242022562,"(41.92481614648995, -87.68560242022562)"
09/14/2015,Completed,09/14/2015,15-04799198,Graffiti Removal,Brick - Unpainted,Rear,2735 N MILWAUKEE AVE,60647,1153773.04453054,1918009.41432765,35,14,22,,41.93096908810037,-87.71028632230771,"(41.93096908810037, -87.71028632230771)"
09/14/2015,Completed,09/14/2015,15-04798776,Graffiti Removal,Metal - Painted,Side,1350 W BALMORAL AVE,60640,1166247.04790111,1935980.55006936,48,20,77,,41.98001224933743,-87.66452476829811,"(41.98001224933743, -87.66452476829811)"
09/14/2015,Completed,09/15/2015,15-04798238,Graffiti Removal,Other / Unknown Surface,Side,2556 N LARAMIE AVE,60639,1141284.70568652,1916594.68201468,31,25,19,,41.92767092243735,-87.7564249100876,"(41.92767092243735, -87.7564249100876)"
